Date (WET),CCGT (40%),CCGT (45%),CCGT (50%),CCGT (55%),COAL (30%),COAL (35%),COAL (40%)
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[18/10/2018 07:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 08:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 09:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 10:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 11:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 12:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 13:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 14:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 15:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 16:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 17:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 18:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 19:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 20:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 21:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 22:00],75.66,67.25,60.53,55.02,66.14,56.69,49.61
[18/10/2018 23:00],75.72,67.31,60.58,55.07,66.28,56.82,49.71
[19/10/2018 00:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 01:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 02:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 03:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 04:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 05:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 06:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 07:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 08:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 09:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 10:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 11:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 12:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 13:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 14:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 15:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 16:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 17:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 18:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 19:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 20:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 21:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 22:00],77.15,68.58,61.72,56.11,66.38,56.90,49.79
[19/10/2018 23:00],77.23,68.65,61.78,56.16,66.55,57.04,49.91
[20/10/2018 00:00],77.23,68.65,61.78,56.16,66.55,57.04,49.91
[20/10/2018 01:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 02:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 03:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 04:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 05:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 06:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 07:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 08:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 09:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 10:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 11:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 12:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 13:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 14:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 15:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 16:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 17:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 18:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 19:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 20:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 21:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 22:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[20/10/2018 23:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 00:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 01:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 02:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 03:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 04:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 05:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 06:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 07:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 08:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 09:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 10:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 11:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 12:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 13:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 14:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 15:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 16:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 17:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 18:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 19:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 20:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 21:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 22:00],73.98,65.76,59.19,53.81,66.55,57.04,49.91
[21/10/2018 23:00],73.64,65.45,58.91,53.55,65.76,56.37,49.32
[22/10/2018 00:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 01:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 02:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 03:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 04:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 05:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 06:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 07:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 08:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 09:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 10:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 11:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 12:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 13:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 14:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 15:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 16:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 17:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 18:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 19:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 20:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 21:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 22:00],72.21,64.19,57.77,52.52,65.96,56.54,49.47
[22/10/2018 23:00],72.32,64.28,57.86,52.60,66.20,56.75,49.65
[23/10/2018 00:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 01:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 02:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 03:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 04:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 05:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 06:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 07:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 08:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 09:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 10:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 11:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 12:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 13:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 14:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 15:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 16:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 17:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 18:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 19:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 20:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 21:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 22:00],69.92,62.15,55.94,50.85,66.18,56.72,49.63
[23/10/2018 23:00],70.10,62.31,56.08,50.98,66.57,57.06,49.93
[24/10/2018 00:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 01:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 02:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 03:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 04:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 05:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 06:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 07:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 08:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 09:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 10:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 11:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 12:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 13:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 14:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 15:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 16:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 17:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 18:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 19:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 20:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 21:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 22:00],73.67,65.49,58.94,53.58,66.69,57.16,50.02
[24/10/2018 23:00],73.42,65.26,58.74,53.40,66.12,56.67,49.59
[25/10/2018 00:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 01:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 02:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 03:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 04:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 05:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 06:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 07:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 08:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 09:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 10:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 11:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 12:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 13:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 14:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 15:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 16:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 17:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 18:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 19:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 20:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 21:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 22:00],72.54,64.48,58.03,52.75,66.42,56.93,49.82
[25/10/2018 23:00],72.18,64.16,57.74,52.49,65.61,56.24,49.21
[26/10/2018 00:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 01:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 02:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 03:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 04:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 05:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 06:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 07:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 08:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 09:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 10:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 11:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 12:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 13:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 14:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 15:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 16:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 17:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 18:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 19:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 20:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 21:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 22:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[26/10/2018 23:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[27/10/2018 00:00],70.88,63.01,56.71,51.55,65.57,56.21,49.18
[27/10/2018 01:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 02:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 03:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 04:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 05:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 06:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 07:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 08:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 09:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 10:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 11:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 12:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 13:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 14:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 15:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 16:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 17:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 18:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 19:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 20:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 21:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 22:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[27/10/2018 23:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 00:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 01:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 01:00],,,,,,,
[28/10/2018 02:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 03:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 04:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 05:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 06:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 07:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 08:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 09:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 10:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 11:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 12:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 13:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 14:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 15:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 16:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 17:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 18:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 19:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 20:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 21:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 22:00],73.06,64.94,58.45,53.13,65.57,56.21,49.18
[28/10/2018 23:00],72.32,64.28,57.85,52.59,63.90,54.77,47.92
[29/10/2018 00:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 01:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 02:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 03:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 04:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 05:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 06:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 07:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 08:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 09:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 10:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 11:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 12:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 13:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 14:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 15:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 16:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 17:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 18:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 19:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 20:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 21:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 22:00],72.64,64.57,58.11,52.83,63.98,54.84,47.98
[29/10/2018 23:00],72.34,64.30,57.87,52.61,63.30,54.26,47.48
[30/10/2018 00:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 01:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 02:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 03:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 04:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 05:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 06:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 07:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 08:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 09:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 10:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 11:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 12:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 13:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 14:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 15:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 16:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 17:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 18:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 19:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 20:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 21:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 22:00],72.62,64.55,58.10,52.81,63.51,54.44,47.63
[30/10/2018 23:00],72.78,64.69,58.22,52.93,63.87,54.74,47.90
[31/10/2018 00:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 01:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 02:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 03:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 04:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 05:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 06:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 07:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 08:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 09:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 10:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 11:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 12:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 13:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 14:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 15:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 16:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 17:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 18:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 19:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 20:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 21:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 22:00],69.87,62.11,55.90,50.82,63.66,54.56,47.74
[31/10/2018 23:00],69.52,61.80,55.62,50.56,62.87,53.89,47.15
[01/11/2018 00:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 01:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 02:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 03:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 04:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 05:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 06:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 07:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 08:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 09:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 10:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 11:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 12:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 13:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 14:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 15:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
[01/11/2018 16:00],68.64,61.02,54.91,49.92,61.59,52.79,46.19
